"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006364","GO:0006364","rRNA processing",303,-0.534438707477459,-2.14648430284043,1e-10,9.13333333333333e-09,7.15789473684211e-09,1293,"tags=54%, list=24%, signal=44%","YOR294W/YNL069C/YPL266W/YOL080C/YDR324C/YLR106C/YGR285C/YPL082C/YDR280W/YOL021C/YGL135W/YPL220W/YOR096W/YHR088W/YDR087C/YNL110C/YGL076C/YIL133C/YGL111W/YJL136C/YER006W/YPR144C/YLL008W/YLR186W/YLR197W/snR9/YOR056C/YLR293C/YPR016C/YBL072C/YGR128C/YGR063C/YPR112C/YDL153C/YHR169W/YKL180W/YDR083W/YER102W/YJL109C/YHR021C/YGR118W/YEL026W/YPR137W/YML063W/YGR081C/YJR041C/YLL035W/YHR148W/YGR280C/YER074W/YGR103W/YLR276C/YDR457W/YPR132W/YER125W/YJL191W/YOR004W/YEL055C/YLR129W/YCL054W/YKL006W/YDR398W/YDR500C/YJL010C/YPL211W/YDR299W/YBR181C/YCR031C/YAL035W/YGL173C/YOR201C/YKL172W/YDR091C/YNL096C/YNR054C/YMR049C/YML026C/YOR272W/YDL191W/YLL045C/YLR048W/YBR142W/YOR369C/YOR243C/YCR018C/YLR167W/YPL012W/YMR229C/YNL209W/YDR450W/YHR089C/YIL069C/YLL011W/YFL023W/YPL217C/YPL090C/YDL208W/YOR310C/YJR123W/YDL083C/YGL171W/YLR435W/YBR189W/YGR158C/YOL077C/YHR064C/YKL009W/YLR222C/YOR063W/YDR064W/YGR145W/YGL078C/YGL120C/YPL126W/YHR069C/YER131W/YGL030W/YDL136W/YLR409C/YJL177W/YLR196W/YER126C/YGR214W/YDR365C/YJR002W/YDR025W/YMR128W/YHR197W/YLR175W/YGL123W/YHR062C/YPL198W/YNL132W/YHR065C/YKR024C/YHL033C/YHR066W/YMR093W/YML093W/YER082C/YDL014W/YKR057W/YKL078W/YML010W/YCR057C/YHR085W/YJL050W/YMR131C/YBR048W/YIL091C/YNR046W/YIL019W/YAL025C/YDL060W/YNL112W/YNL182C/YBR247C/YJL069C/YGR159C/YPL093W/YNL221C/YHR087W/YER127W/YDL229W/YLR264W"
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process",242,-0.548047429731731,-2.14524325402379,1e-10,9.13333333333333e-09,7.15789473684211e-09,934,"tags=39%, list=17%, signal=34%","YEL016C/YJL121C/YOR347C/YMR220W/YJR103W/YLR028C/YOL056W/YPR062W/YOR095C/YBL068W/YCR012W/YER005W/YDL185W/YMR217W/YKL088W/YNR016C/YDR050C/YBR127C/YDL066W/YGL224C/YJR069C/YOR209C/YJL005W/YGR254W/YLR017W/YKL181W/YML126C/YMR205C/YBR252W/YNR043W/YCR073W-A/YGL037C/YJR133W/YKL060C/YPR074C/YJL026W/YML075C/YMR145C/YKL035W/YER043C/YOR303W/YKL152C/YML022W/YDL055C/YLR432W/YMR083W/YKL216W/YLR420W/YML106W/YGR180C/YML056C/YDL238C/YBL039C/YOR184W/YOL061W/YCL040W/YOL086C/YKR072C/YGR204W/YOL136C/YLR446W/YDR408C/YJR109C/YDR516C/YER070W/YOR344C/YHL011C/YBR196C/YML035C/YHR183W/YBR145W/YDR481C/YHR128W/YHR163W/YNL141W/YGR192C/YNL220W/YHR216W/YJL052W/YGR061C/YPL061W/YHR174W/YLR359W/YMR105C/YAL038W/YDL022W/YGL234W/YDR399W/YFR053C/YER037W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0016072","GO:0016072","rRNA metabolic process",357,-0.498895277956509,-2.03598934529932,1e-10,9.13333333333333e-09,7.15789473684211e-09,1296,"tags=50%, list=24%, signal=41%","YJR066W/YOR294W/YBR170C/YNL069C/YPL266W/YOL080C/YDR324C/YLR106C/YGR285C/YPL082C/YDR280W/YNL139C/YOL021C/YGL135W/YPL220W/YOR096W/YHR088W/YDR087C/YNL110C/YGL076C/YIL133C/YGL111W/YJL136C/YER006W/YPR144C/YLR418C/YLL008W/YLR186W/YLR197W/snR9/YOR056C/YLR293C/YPR016C/YBL072C/YGR128C/YGR063C/YPR112C/YDL153C/YHR169W/YKL180W/YJR063W/YDR083W/YER102W/YJL109C/YHR021C/YGR118W/YEL026W/YPR137W/YML063W/YGR081C/YDR266C/YJR041C/YLL035W/YHR148W/YGR280C/YER074W/YGR103W/YLR276C/YDR457W/YPR132W/YER125W/YJL191W/YOR004W/YEL055C/YLR129W/YCL054W/YKL006W/YDR398W/YDR500C/YJL010C/YDL126C/YPL211W/YDR299W/YBR181C/YCR031C/YAL035W/YGL173C/YNL178W/YOR201C/YKL172W/YDR091C/YNL096C/YNR054C/YMR049C/YML026C/YOR272W/YDL191W/YLL045C/YLR048W/YBR142W/YOR369C/YOR243C/YCR018C/YLR167W/YNL023C/YPL012W/YMR229C/YNL209W/YDR450W/YHR089C/YIL069C/YLL011W/YFL023W/YPL217C/YPL090C/YDL208W/YOR310C/YJR123W/YDL083C/YGL171W/YLR435W/YBR189W/YGR158C/YOL077C/YHR064C/YKL009W/YLR222C/YOR063W/YDR064W/YGR145W/YGL078C/YGL120C/YPL126W/YHR069C/YER131W/YGL030W/YDL136W/YLR409C/YJL177W/YLR196W/YER126C/YGR214W/YOR340C/YDR365C/YJR002W/YDR025W/YMR128W/YJL148W/YMR116C/YOR341W/YHR197W/YLR175W/YGL123W/YHR062C/YPL198W/YNL132W/YHR065C/YKR024C/YHL033C/YHR066W/YMR093W/YML093W/YER082C/YDL014W/YKR057W/YKL078W/YML010W/YCR057C/YHR085W/YJL050W/YMR131C/YBR048W/YIL091C/YNR046W/YIL019W/YAL025C/YPR010C/YDL060W/YNL112W/YNL182C/YNL248C/YBR247C/YJL069C/YGR159C/YPL093W/YNL221C/YHR087W/YER127W/YDL229W/YLR264W"
"GO:0051321","GO:0051321","meiotic cell cycle",276,0.453840768259199,2.02672083658602,1e-10,9.13333333333333e-09,7.15789473684211e-09,1171,"tags=38%, list=21%, signal=31%","YCL048W/YLR307W/YIL132C/YGR225W/YGR230W/YLR213C/YJL106W/YDR383C/YDR076W/YNL225C/YDR052C/YPR046W/YML066C/YPR036W-A/YMR036C/YCR010C/YPL024W/YBR010W/YPL153C/YKR029C/YPL157W/YOL047C/YLR341W/YDL001W/YCL055W/YEL061C/YMR133W/YDR522C/YOR368W/YDR104C/YPR007C/YOL086W-A/YLR135W/YEL072W/YDR260C/YJR094C/YNL031C/YGL158W/YHL023C/YDR273W/YNL250W/YER046W/YPL139C/YOL048C/YDL074C/YBR057C/YFR031C/YDR512C/YHR090C/YHR124W/YNL204C/YOL069W/YLR381W/YFL003C/YAR007C/YGL075C/YGL163C/YOR195W/YJL013C/YDR318W/YJL146W/YLR035C/YLR054C/YMR017W/YNL201C/YOL090W/YBR148W/YOR033C/YLR329W/YPR192W/YLR182W/YBR202W/YDR403W/YLL033W/YBR088C/YPL209C/YDR285W/YIR010W/YNL084C/YMR198W/YDR506C/YBR073W/YJL074C/YDR208W/YDR004W/YMR148W/YER133W/YPL232W/YER179W/YHR184W/YDR113C/YNL012W/YER173W/YDL017W/YLR343W/YBR043C/YMR224C/YPR120C/YLR274W/YIL073C/YOR298W/YPR141C/YMR048W/YOR073W"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",497,-0.485397161586115,-2.02401231092858,1e-10,9.13333333333333e-09,7.15789473684211e-09,1432,"tags=52%, list=26%, signal=42%","YGR006W/YNL061W/YLR075W/YAL059W/YJR042W/YMR309C/YGR251W/YOR159C/YKR094C/YOL040C/YEL054C/YHR086W/YMR216C/YHL001W/YDR449C/YIL148W/YML024W/YGR090W/YPR102C/YMR288W/YPL043W/YPR187W/YJR066W/YOR294W/YNL069C/YPL266W/YOL080C/YDR324C/YLR106C/YGR285C/YPL082C/YDR280W/YDR060W/YCR077C/YOL139C/YNL163C/YDR447C/YPR163C/YOL021C/YIL110W/YGL135W/YPL220W/YOR096W/YHR088W/YOL127W/YDR087C/YKR059W/YNL110C/YGL076C/YIL133C/YOR185C/YGL111W/YJL136C/YER006W/YPR144C/YJL061W/YMR146C/YLR344W/YLL008W/YLR186W/YIR026C/YLR197W/YGR034W/YGR085C/snR9/YOR056C/YLR293C/YPR016C/YDR432W/YBL072C/YGR128C/YER036C/YGR063C/YPR110C/YPR112C/YDR429C/YDL153C/YHR169W/YMR186W/YKL180W/YJR063W/YDR083W/YER056C-A/YER102W/YJL109C/YHR021C/YGR118W/YIL070C/YEL026W/YPR137W/YML063W/YGR081C/YJR041C/YLL035W/YMR268C/YMR230W/YLR074C/YHR148W/YGR280C/YER074W/YLL034C/YOR098C/YGR103W/YLR276C/YDR457W/YIL052C/YPR132W/YER125W/YJL191W/YOR004W/YEL055C/YLR129W/YCL054W/YKL006W/YDR398W/YDR500C/YBR079C/YJL010C/YIR012W/YPL211W/YDR299W/YBR181C/YCR031C/YKL143W/YAL035W/YDR161W/YJL138C/YGL173C/YNL178W/YOR201C/YKL172W/YLR419W/YDR091C/YNL096C/YNR054C/YMR049C/YML026C/YOR272W/YDL191W/YLL045C/YLR048W/YDR190C/YBR142W/YOR369C/YDR361C/YOR243C/YGL099W/YCR018C/YLR167W/YJL122W/YPL012W/YMR229C/YNL209W/YDR450W/YHR089C/YML073C/YIL069C/YNR037C/YLL011W/YFL023W/YPL217C/YPL090C/YDL208W/YOR310C/YJR123W/YDL083C/YGL171W/YLR435W/YBR189W/YGR158C/YOL077C/YHR064C/YKL009W/YLR222C/YOR293W/YOR063W/YDR064W/YGR145W/YGL078C/YGL120C/YPL126W/YHR069C/YFR031C-A/YER131W/YGL030W/YDL063C/YDL136W/YLR340W/YLR409C/YJL177W/YLR196W/YER126C/YKR048C/YGR214W/YPR041W/YOR340C/YDR365C/YPL131W/YJR002W/YDR025W/YMR128W/YGR162W/YJL148W/YOR341W/YHR197W/YLR175W/YGL123W/YHR062C/YLR397C/YPL198W/YER025W/YNL132W/YHR065C/YKR024C/YHL033C/YHR066W/YGR245C/YMR093W/YML093W/YER082C/YLR448W/YPL226W/YDL014W/YKR057W/YOL121C/YKL078W/YML010W/YCR057C/YHR085W/YJL050W/YNL302C/YMR131C/YBR048W/YIL091C/YNR046W/YIL019W/YAL025C/YPR010C/YDL060W/YNL112W/YNL182C/YNL248C/YPL240C/YBR247C/YJL069C/YGR159C/YBR267W/YPL093W/YNL221C/YOR204W/YCR072C/YHR087W/YNR053C/YER127W/YDL229W/YLR264W"
"GO:0043436","GO:0043436","oxoacid metabolic process",355,-0.493273485969524,-2.01130383065273,1e-10,9.13333333333333e-09,7.15789473684211e-09,943,"tags=36%, list=17%, signal=32%","YJL060W/YNL311C/YPL111W/YER090W/YDR321W/YOR347C/YAL012W/YJR103W/YOL056W/YGL202W/YCR053W/YER125W/YOR221C/YCR012W/YOL058W/YER086W/YBR222C/YMR217W/YNR016C/YDL171C/YHR137W/YDR050C/YMR108W/YDL066W/YNL037C/YMR043W/YGR254W/YLR017W/YLR380W/YBR249C/YER069W/YHR067W/YKL085W/YMR205C/YBR263W/YIL051C/YGL125W/YKL060C/YDR035W/YBR034C/YNL117W/YPR069C/YDR234W/YIL145C/YOL002C/YDR127W/YNR033W/YIL020C/YER043C/YHR208W/YGL148W/YOR303W/YKL152C/YGR124W/YCL009C/YPL231W/YNL274C/YFL004W/YBL039C/YGL196W/YJR154W/YOR184W/YER061C/YHR033W/YCL040W/YJR016C/YGR204W/YHR018C/YPR035W/YOL136C/YLR446W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YDR516C/YER052C/YLR044C/YOR344C/YDR502C/YMR250W/YBR196C/YHR183W/YCL064C/YBR218C/YKL182W/YGR192C/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YGL184C/YMR272C/YIL094C/YGR208W/YLR180W/YER055C/YER072W/YIR034C/YNR050C/YJL052W/YGR061C/YPL061W/YKL029C/YHR174W/YPL095C/YJL012C/YAL038W/YDL182W/YPR145W/YJR148W/YNL217W/YAL044C/YFR053C/YFR055W/YPL019C/YDR089W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C/YML123C"
"GO:0006082","GO:0006082","organic acid metabolic process",357,-0.492060154008216,-2.00809523575888,1e-10,9.13333333333333e-09,7.15789473684211e-09,943,"tags=36%, list=17%, signal=32%","YJL060W/YNL311C/YPL111W/YER090W/YDR321W/YOR347C/YMR220W/YAL012W/YJR103W/YOL056W/YGL202W/YCR053W/YER125W/YOR221C/YCR012W/YOL058W/YER086W/YBR222C/YMR217W/YNR016C/YDL171C/YHR137W/YDR050C/YMR108W/YDL066W/YNL037C/YMR043W/YGR254W/YLR017W/YLR380W/YBR249C/YER069W/YHR067W/YKL085W/YMR205C/YBR263W/YIL051C/YGL125W/YKL060C/YDR035W/YBR034C/YNL117W/YPR069C/YDR234W/YIL145C/YOL002C/YDR127W/YNR033W/YIL020C/YER043C/YHR208W/YGL148W/YOR303W/YKL152C/YGR124W/YCL009C/YPL231W/YNL274C/YFL004W/YBL039C/YGL196W/YJR154W/YOR184W/YER061C/YHR033W/YCL040W/YJR016C/YGR204W/YHR018C/YPR035W/YOL136C/YLR446W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YDR516C/YER052C/YLR044C/YOR344C/YDR502C/YMR250W/YBR196C/YHR183W/YCL064C/YBR218C/YKL182W/YGR192C/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YGL184C/YMR272C/YIL094C/YGR208W/YLR180W/YER055C/YER072W/YIR034C/YNR050C/YJL052W/YGR061C/YPL061W/YKL029C/YHR174W/YPL095C/YJL012C/YAL038W/YDL182W/YPR145W/YJR148W/YNL217W/YAL044C/YFR053C/YFR055W/YPL019C/YDR089W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C/YML123C"
"GO:0006412","GO:0006412","translation",446,-0.482632854925016,-1.99516900293444,1e-10,9.13333333333333e-09,7.15789473684211e-09,1416,"tags=50%, list=26%, signal=40%","YMR309C/YDL061C/YPL048W/YKR094C/YEL050C/YBR146W/YMR286W/YOL040C/YEL054C/YNL085W/YHL001W/YDR036C/YGR201C/YIL148W/YGL245W/YML024W/YBR251W/YPR102C/YNL247W/YBR268W/YJR066W/YDR341C/YNL069C/YGR285C/YJR101W/YDL075W/YGR083C/YCR077C/YOL139C/YDR447C/YFR009W/YPR163C/YHL034C/YKL155C/YIL110W/YGL135W/YPL220W/YGR094W/YOR260W/YOR096W/YBR084C-A/YNL073W/YOL127W/YKR059W/YGL076C/YML025C/YDL130W/YIL133C/YJL136C/YLR203C/YJR091C/YER087W/YBR143C/YMR146C/YPL249C-A/YLR344W/YML014W/YDR328C/YGR034W/YDR385W/YGR085C/YER049W/YMR242C/YPR016C/YDR432W/YMR158W/YER153C/YBL072C/YDR405W/YOL120C/YDR152W/YMR080C/YDR429C/YGR021W/YML129C/YKL180W/YER117W/YER056C-A/YLR388W/YER102W/YLR439W/YHR141C/YOR335C/YHR021C/YGR118W/YOR133W/YOR182C/YML063W/YDR266C/YLR069C/YMR230W/YBL092W/YHR189W/YPL160W/YER074W/YNL016W/YCR059C/YIL052C/YOR187W/YBL027W/YPR132W/YKR085C/YJL191W/YHL004W/YJL063C/YNL185C/YBR121C/YKL006W/YDR500C/YBR079C/YNL162W/YDR471W/YDR172W/YBR181C/YJR094W-A/YCR031C/YGR054W/YOR168W/YAL035W/YJL138C/YGL173C/YNL301C/YNL178W/YDR012W/YDR091C/YNL096C/YLR029C/YER165W/YML026C/YHR010W/YDL191W/YIL093C/YBR191W/YLL045C/YHR020W/YLR048W/YCR046C/YOR369C/YGL103W/YLR167W/YNL209W/YDR382W/YDR450W/YML073C/YIL069C/YNR037C/YFL023W/YKR026C/YIL051C/YPL090C/YIL078W/YJR123W/YDL083C/YLL013C/YGL195W/YBR189W/YHR064C/YOR293W/YKL081W/YOR063W/YDR064W/YNL255C/YHR203C/YIL018W/YFL022C/YFR031C-A/YER131W/YGL030W/YDL136W/YLR340W/YJL177W/YNR036C/YBL076C/YGR214W/YHR019C/YPR041W/YPL131W/YPR080W/YDR025W/YLL018C/YGR162W/YNL007C/YMR116C/YAL036C/YLR060W/YDR037W/YGR264C/YPL079W/YGL123W/YPL198W/YBR031W/YLR150W/YLR249W/YER025W/YNL067W/YJL190C/YBR118W/YOR091W/YNL040W/YBL087C/YHL033C/YOL097C/YLR448W/YPL226W/YJR145C/YGL147C/YDL160C/YKR057W/YOL121C/YGR173W/YBR261C/YNL302C/YBR048W/YKL056C/YJR047C/YAL003W/YLR136C/YOR204W/YDL229W/YAL005C/YLR264W"
"GO:0006163","GO:0006163","purine nucleotide metabolic process",129,-0.627197278948558,-2.28154609814941,1.39701189123772e-10,1.0968624191819e-08,8.59623255908982e-09,933,"tags=48%, list=17%, signal=41%","YNL241C/YJL121C/YOR347C/YLR028C/YOL056W/YOR095C/YBL068W/YCR012W/YDL185W/YMR217W/YDR050C/YBR127C/YDL066W/YOR209C/YJL005W/YGR254W/YKL181W/YMR205C/YBR252W/YCR073W-A/YJR133W/YKL060C/YPR074C/YMR145C/YKL152C/YML022W/YLR432W/YMR083W/YML056C/YOL061W/YCL040W/YOL086C/YGR204W/YOL136C/YLR446W/YDR408C/YDR516C/YOR344C/YHL011C/YBR196C/YML035C/YHR183W/YBR145W/YHR163W/YGR192C/YNL220W/YHR216W/YJL052W/YGR061C/YPL061W/YHR174W/YLR359W/YAL038W/YDL022W/YGL234W/YDR399W/YFR053C/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0044283","GO:0044283","small molecule biosynthetic process",320,-0.488860682980782,-1.97368710068436,1.39922043913953e-10,1.0968624191819e-08,8.59623255908982e-09,910,"tags=35%, list=17%, signal=31%","YGL001C/YMR220W/YAL012W/YGL202W/YCR053W/YOR095C/YER125W/YOR221C/YCR012W/YML028W/YOL058W/YER086W/YNR016C/YDL171C/YHR137W/YDR050C/YMR108W/YDL066W/YNL037C/YNL280C/YDL168W/YJL167W/YLR017W/YLR380W/YBR249C/YER069W/YML126C/YHR067W/YPL170W/YMR296C/YBR263W/YNR043W/YIL051C/YGL125W/YAL060W/YLL013C/YKL060C/YDR035W/YBR034C/YPR069C/YDR234W/YML075C/YIL145C/YDR127W/YNR033W/YPL252C/YDR062W/YIL020C/YHR208W/YGL148W/YOR303W/YKL152C/YML022W/YER044C/YGR124W/YMR083W/YML106W/YMR096W/YCL009C/YML008C/YPL231W/YOR184W/YHR007C/YER061C/YHR033W/YJR016C/YOL086C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER062C/YER052C/YLR044C/YBR196C/YOL143C/YBR145W/YCL064C/YBR218C/YKL182W/YLR056W/YGR192C/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YMR015C/YGL184C/YMR272C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YJL052W/YPL061W/YPL095C/YDL182W/YPR145W/YJR148W/YDR399W/YFR055W/YLR438W/YAL061W/YCL030C/YLR058C"
"GO:0019953","GO:0019953","sexual reproduction",364,0.416593624798621,1.91712876893357,1.40110163034185e-10,1.0968624191819e-08,8.59623255908982e-09,1109,"tags=34%, list=20%, signal=29%","YCL048W/YLR307W/YCL058C/YIL132C/YGR225W/YGR230W/YLR213C/YDL214C/YJL106W/YDR383C/YDR076W/YNL225C/YJL170C/YDR052C/YPR046W/YML066C/YPR036W-A/YMR036C/YCR010C/YPL024W/YBR010W/YPL153C/YKR029C/YNL188W/YPL157W/YOL047C/YLR341W/YDL001W/YCL055W/YOR127W/YEL061C/YMR133W/YDR522C/YOR368W/YDR104C/YPR007C/YOL086W-A/YLR135W/YEL072W/YDR260C/YJR094C/YNL031C/YIL122W/YNL279W/YGL158W/YLR238W/YHL023C/YDR273W/YNL250W/YMR065W/YGR152C/YER046W/YPL139C/YOL048C/YDL074C/YBR057C/YFR031C/YCL027W/YMR274C/YDR512C/YHR158C/YHR090C/YHR124W/YNL204C/YOL069W/YMR029C/YLR381W/YFL003C/YAR007C/YGL075C/YJR086W/YGL163C/YOR195W/YDL240W/YOR208W/YJL013C/YDR318W/YJL146W/YLR035C/YLR054C/YMR017W/YNL201C/YOL090W/YBR148W/YOR033C/YLR329W/YPR192W/YDR200C/YLR182W/YBR202W/YDR403W/YPL174C/YLL033W/YBR088C/YPL209C/YDR285W/YIR010W/YDR356W/YNL084C/YMR198W/YDR506C/YER075C/YBR073W/YJL074C/YDR208W/YDR004W/YMR148W/YER133W/YPL232W/YER179W/YPL192C/YHR184W/YDR113C/YNL012W/YER173W/YDL017W/YLR343W/YBR043C/YBR081C/YMR224C/YPR120C/YLR274W/YIL073C"
"GO:1901605","GO:1901605","alpha-amino acid metabolic process",168,-0.571284889909825,-2.14085112658534,2.02943385629434e-10,1.51654057261268e-08,1.18852968426042e-08,943,"tags=43%, list=17%, signal=37%","YJL060W/YPL111W/YER090W/YDR321W/YAL012W/YJR103W/YGL202W/YCR053W/YOL058W/YER086W/YMR217W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YMR043W/YLR017W/YER069W/YBR263W/YIL051C/YGL125W/YDR234W/YNR033W/YIL020C/YER043C/YHR208W/YOR303W/YGR124W/YCL009C/YBL039C/YGL196W/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YLR044C/YDR502C/YMR250W/YCL064C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YLR180W/YER055C/YIR034C/YNR050C/YGR061C/YDL182W/YPR145W/YJR148W/YAL044C/YFR055W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C"
"GO:0170033","GO:0170033","L-amino acid metabolic process",155,-0.58130682674943,-2.16387489003806,6.62076644082452e-10,4.73240870813718e-08,3.70884124648477e-08,943,"tags=45%, list=17%, signal=38%","YJL060W/YPL111W/YDR321W/YAL012W/YJR103W/YGL202W/YCR053W/YOL058W/YER086W/YMR217W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YER069W/YBR263W/YGL125W/YDR234W/YNR033W/YIL020C/YER043C/YHR208W/YOR303W/YGR124W/YCL009C/YBL039C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YLR044C/YDR502C/YMR250W/YCL064C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YLR180W/YER055C/YIR034C/YNR050C/YGR061C/YDL182W/YPR145W/YJR148W/YAL044C/YFR055W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C"
"GO:0016053","GO:0016053","organic acid biosynthetic process",182,-0.565125934685395,-2.14335682982997,8.86983353543892e-10,5.83280253290463e-08,4.57123210415884e-08,943,"tags=41%, list=17%, signal=35%","YJL060W/YER090W/YAL012W/YGL202W/YCR053W/YER125W/YOR221C/YOL058W/YER086W/YNR016C/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YLR380W/YBR249C/YER069W/YHR067W/YBR263W/YIL051C/YGL125W/YDR035W/YBR034C/YPR069C/YDR234W/YIL145C/YDR127W/YNR033W/YIL020C/YHR208W/YGL148W/YOR303W/YGR124W/YCL009C/YPL231W/YOR184W/YER061C/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YCL064C/YKL182W/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YGL184C/YMR272C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YPL061W/YPL095C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process",182,-0.565125934685395,-2.14335682982997,8.86983353543892e-10,5.83280253290463e-08,4.57123210415884e-08,943,"tags=41%, list=17%, signal=35%","YJL060W/YER090W/YAL012W/YGL202W/YCR053W/YER125W/YOR221C/YOL058W/YER086W/YNR016C/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YLR380W/YBR249C/YER069W/YHR067W/YBR263W/YIL051C/YGL125W/YDR035W/YBR034C/YPR069C/YDR234W/YIL145C/YDR127W/YNR033W/YIL020C/YHR208W/YGL148W/YOR303W/YGR124W/YCL009C/YPL231W/YOR184W/YER061C/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YCL064C/YKL182W/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YGL184C/YMR272C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YPL061W/YPL095C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process",72,-0.706955562198872,-2.39082881388822,1.19492115525511e-09,7.55557838169001e-08,5.9213906640982e-08,912,"tags=56%, list=17%, signal=47%","YOR347C/YLR028C/YOL056W/YCR012W/YDL185W/YMR217W/YDR050C/YBR127C/YJL005W/YGR254W/YMR205C/YJR133W/YKL060C/YKL152C/YML022W/YLR432W/YML056C/YCL040W/YOL136C/YLR446W/YDR408C/YDR516C/YOR344C/YBR196C/YML035C/YGR192C/YNL220W/YHR216W/YJL052W/YGR061C/YHR174W/YLR359W/YAL038W/YGL234W/YDR399W/YFR053C/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0008652","GO:0008652","amino acid biosynthetic process",123,-0.616128839972197,-2.22457344334144,1.42421549076667e-09,8.6718898771126e-08,6.79625637699182e-08,930,"tags=49%, list=17%, signal=41%","YER090W/YAL012W/YGL202W/YCR053W/YOL058W/YER086W/YEL009C/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YBR249C/YER069W/YBR263W/YIL051C/YGL125W/YDR035W/YDR234W/YDR127W/YNR033W/YIL020C/YHR208W/YGL148W/YOR303W/YGR124W/YCL009C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YCL064C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process",153,-0.579532846115753,-2.15073606802993,1.73618475235542e-09,9.51429244290769e-08,7.45645662064222e-08,936,"tags=44%, list=17%, signal=37%","YPL111W/YDR321W/YAL012W/YJR103W/YGL202W/YCR053W/YOL058W/YER086W/YMR217W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YER069W/YBR263W/YGL125W/YDR234W/YNR033W/YIL020C/YHR208W/YOR303W/YGR124W/YCL009C/YBL039C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YLR044C/YDR502C/YMR250W/YCL064C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YLR180W/YER055C/YIR034C/YNR050C/YGR061C/YDL182W/YPR145W/YJR148W/YAL044C/YFR055W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C"
