"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0000460","GO:0000460","maturation of 5.8S rRNA",92,-0.59513133488286,-2.07508611368683,2.14122144224179e-06,5.58756833499285e-05,4.37903934052456e-05,1231,"tags=57%, list=23%, signal=45%","YDR280W/YOL021C/YHR088W/YJL136C/YPR144C/YLR186W/YLR293C/YPR016C/YPR112C/YDL153C/YHR169W/YKL180W/YJL109C/YPR137W/YLL035W/YGR103W/YDR457W/YOR004W/YLR129W/YCL054W/YDR500C/YJL010C/YNR054C/YMR049C/YML026C/YOR272W/YLR048W/YBR142W/YMR229C/YDR450W/YOR310C/YGL171W/YGR158C/YOL077C/YLR222C/YGL078C/YGL120C/YHR069C/YJL177W/YER126C/YGR214W/YJR002W/YKR024C/YML093W/YER082C/YKR057W/YCR057C/YJL050W/YAL025C/YBR247C/YJL069C/YER127W"
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",92,-0.59513133488286,-2.07508611368683,2.14122144224179e-06,5.58756833499285e-05,4.37903934052456e-05,1231,"tags=57%, list=23%, signal=45%","YDR280W/YOL021C/YHR088W/YJL136C/YPR144C/YLR186W/YLR293C/YPR016C/YPR112C/YDL153C/YHR169W/YKL180W/YJL109C/YPR137W/YLL035W/YGR103W/YDR457W/YOR004W/YLR129W/YCL054W/YDR500C/YJL010C/YNR054C/YMR049C/YML026C/YOR272W/YLR048W/YBR142W/YMR229C/YDR450W/YOR310C/YGL171W/YGR158C/YOL077C/YLR222C/YGL078C/YGL120C/YHR069C/YJL177W/YER126C/YGR214W/YJR002W/YKR024C/YML093W/YER082C/YKR057W/YCR057C/YJL050W/YAL025C/YBR247C/YJL069C/YER127W"
"GO:0046434","GO:0046434","organophosphate catabolic process",59,-0.656263041160791,-2.15697997801763,3.10853014398713e-06,7.98503680736693e-05,6.25796200039513e-05,912,"tags=53%, list=17%, signal=44%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YCR068W/YGL224C/YJR069C/YGR254W/YLR380W/YMR205C/YBR252W/YKL060C/YKL152C/YPL110C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YDR481C/YGR192C/YMR006C/YJL052W/YHR174W/YAL038W/YDL022W/YFR053C/YER037W/YMR008C"
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process",43,-0.701938849223208,-2.14102111300432,4.2458324286962e-06,0.000107386900196562,8.4160305955047e-05,440,"tags=47%, list=8%, signal=43%","YLR028C/YDL185W/YMR217W/YJL005W/YJR133W/YML022W/YLR432W/YML056C/YDR408C/YML035C/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009166","GO:0009166","nucleotide catabolic process",35,-0.735192409270321,-2.14080813250559,4.71345936682621e-06,0.00011740798786458,9.20139436203394e-05,912,"tags=69%, list=17%, signal=58%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGL224C/YGR254W/YMR205C/YBR252W/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YDR481C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C/YER037W"
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process",67,-0.628762251153961,-2.10390420482768,4.91470730737475e-06,0.000120593713631703,9.45106322737894e-05,894,"tags=40%, list=16%, signal=34%","YLR028C/YBL068W/YDL185W/YMR217W/YOR209C/YJL005W/YKL181W/YJR133W/YML022W/YLR432W/YML056C/YOL061W/YGR204W/YDR408C/YHL011C/YML035C/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0009113","GO:0009113","purine nucleobase biosynthetic process",10,-0.919672428496119,-2.05997522579694,5.19618965624722e-06,0.000125625526395153,9.8454119802579e-05,440,"tags=90%, list=8%, signal=83%","YML022W/YOR184W/YGR204W/YDR408C/YML035C/YNL141W/YGL234W/YMR300C/YKR080W"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",169,0.425898709392383,1.82432976184042,5.54021871377702e-06,0.000130115993792135,0.000101973348957339,1145,"tags=34%, list=21%, signal=28%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YLR313C/YPR065W/YDR309C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YCL024W/YJR094C/YNL031C/YDR273W/YER046W/YOL048C/YBR057C/YDR512C/YHR158C/YNL180C/YGR056W/YNL204C/YHR061C/YJL103C/YAL051W/YDL240W/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YPL123C/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0048856","GO:0048856","anatomical structure development",169,0.425898709392383,1.82432976184042,5.54021871377702e-06,0.000130115993792135,0.000101973348957339,1145,"tags=34%, list=21%, signal=28%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YLR313C/YPR065W/YDR309C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YCL024W/YJR094C/YNL031C/YDR273W/YER046W/YOL048C/YBR057C/YDR512C/YHR158C/YNL180C/YGR056W/YNL204C/YHR061C/YJL103C/YAL051W/YDL240W/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YPL123C/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0007059","GO:0007059","chromosome segregation",172,0.42091989788712,1.81024178182864,6.41795441281038e-06,0.000148607282460004,0.000116465177187248,1253,"tags=37%, list=23%, signal=29%","YIL132C/YGR225W/YBR156C/YDR052C/YPR046W/YMR036C/YBL084C/YIL026C/YKR037C/YEL061C/YOL006C/YPR007C/YDR260C/YDR374W-A/YIL144W/YGR052W/YFR027W/YNL250W/YBL031W/YFR031C/YDR201W/YFL008W/YOL069W/YLR381W/YOR058C/YLR127C/YGR113W/YGL075C/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YKL193C/YDR022C/YLL003W/YGL086W/YOL034W/YFR003C/YPL209C/YDR285W/YIR010W/YDR356W/YBR073W/YJL074C/YAL031C/YER133W/YPR179C/YDR180W/YER179W/YDL139C/YDR113C/YDL017W/YAR018C/YGR140W/YPR120C/YIL073C/YGR188C/YMR048W/YOR073W/YGL003C/YDR320C-A/YLR210W"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",56,-0.630654463312694,-2.05684788740118,1.12228626313135e-05,0.000256255363414991,0.000200830173402452,912,"tags=48%, list=17%, signal=41%","YOR347C/YJR103W/YOL056W/YCR012W/YDL185W/YDR050C/YBR127C/YGR254W/YMR205C/YKL060C/YKL152C/YLR432W/YML056C/YBL039C/YCL040W/YOL136C/YLR446W/YJR109C/YDR516C/YOR344C/YBR196C/YGR192C/YHR216W/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis",54,0.578518131631871,2.0373131859863,1.18364861349381e-05,0.000262961935214031,0.000206086188181569,1130,"tags=48%, list=21%, signal=39%","YCL048W/YLR307W/YGR225W/YLR213C/YML066C/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YMR017W/YBR148W/YDR403W/YNL084C/YDR208W/YMR148W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YOR298W"
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis",54,0.578518131631871,2.0373131859863,1.18364861349381e-05,0.000262961935214031,0.000206086188181569,1130,"tags=48%, list=21%, signal=39%","YCL048W/YLR307W/YGR225W/YLR213C/YML066C/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YMR017W/YBR148W/YDR403W/YNL084C/YDR208W/YMR148W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YOR298W"
"GO:0061982","GO:0061982","meiosis I cell cycle process",95,0.488618784937196,1.91977712461382,1.3418175583541e-05,0.000294126408791218,0.000230510132129882,1579,"tags=47%, list=29%, signal=34%","YGR225W/YDR076W/YDR052C/YMR036C/YMR133W/YOR368W/YPR007C/YOL086W-A/YLR135W/YNL250W/YDL074C/YFR031C/YFL003C/YAR007C/YGL075C/YGL163C/YDR318W/YLR035C/YOL090W/YLR329W/YLR182W/YBR088C/YPL209C/YDR285W/YIR010W/YBR073W/YJL074C/YDR004W/YER179W/YDR113C/YER173W/YDL017W/YMR224C/YIL073C/YMR167W/YDR386W/YDR014W/YGL127C/YJL168C/YNL082W/YLR394W/YIL072W/YOR354C/YHR152W/YPL164C"
"GO:0043934","GO:0043934","sporulation",141,0.443108579276371,1.84307835347944,1.42537966836227e-05,0.000308332128261522,0.000241643312198811,1145,"tags=37%, list=21%, signal=30%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YJR094C/YNL031C/YDR273W/YCR002C/YER046W/YOL048C/YBR057C/YDR512C/YGR056W/YNL204C/YJL103C/YAL051W/YDL240W/YOR208W/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YER075C/YDR208W/YMR148W/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process",58,-0.630044856612145,-2.06698188521415,1.79897116522357e-05,0.000384092025406176,0.000301017184720937,922,"tags=47%, list=17%, signal=39%","YDR321W/YGL202W/YCR053W/YER086W/YHR137W/YLR017W/YGL125W/YDR234W/YHR208W/YGR124W/YGR204W/YEL046C/YBR115C/YHR025W/YER052C/YDR502C/YCL064C/YJL200C/YGL184C/YIL094C/YLR180W/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W"
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",44,-0.672010751685912,-2.05896494958932,1.9818665670213e-05,0.000417716491818336,0.000327369052366272,1108,"tags=66%, list=20%, signal=53%","YJL136C/YPR144C/YLR186W/YPR112C/YDL153C/YHR169W/YJL109C/YPR137W/YDR457W/YOR004W/YLR129W/YJL010C/YNR054C/YML026C/YLR048W/YMR229C/YDR450W/YOR310C/YGL171W/YLR222C/YGR214W/YJR002W/YML093W/YER082C/YKR057W/YCR057C/YBR247C/YJL069C/YER127W"
"GO:0009112","GO:0009112","nucleobase metabolic process",35,-0.71139208348264,-2.07150391994833,2.21153301131049e-05,0.000460222819062588,0.000360681732957233,449,"tags=54%, list=8%, signal=50%","YOR303W/YML022W/YKL216W/YLR420W/YML106W/YDL238C/YBL039C/YOR184W/YGR204W/YDR408C/YJR109C/YML035C/YNL141W/YGL234W/YDR399W/YER037W/YMR300C/YOR128C/YKR080W"
"GO:0006090","GO:0006090","pyruvate metabolic process",37,-0.700311431073535,-2.07453405964747,2.52618291888552e-05,0.000519130589830975,0.0004068484069363,912,"tags=62%, list=17%, signal=52%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YLR044C/YOR344C/YBR196C/YBR218C/YGR192C/YJL052W/YKL029C/YHR174W/YAL038W/YFR053C/YFR055W"
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process",27,-0.735476321026529,-2.04581621176736,2.75296763489905e-05,0.000552866597806188,0.000433287690942998,912,"tags=74%, list=17%, signal=62%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0140013","GO:0140013","meiotic nuclear division",110,0.460686095362764,1.84206537955223,2.7576071180114e-05,0.000552866597806188,0.000433287690942998,1244,"tags=40%, list=23%, signal=32%","YIL132C/YGR225W/YJL106W/YDR076W/YDR052C/YPL153C/YKR029C/YEL061C/YMR133W/YOR368W/YPR007C/YOL086W-A/YLR135W/YJR094C/YGL158W/YNL250W/YPL139C/YOL069W/YFL003C/YAR007C/YGL075C/YGL163C/YJL013C/YDR318W/YLR035C/YNL201C/YLR329W/YLR182W/YPL209C/YDR285W/YIR010W/YBR073W/YJL074C/YER179W/YDR113C/YER173W/YDL017W/YMR224C/YIL073C/YMR048W/YOR073W/YMR167W/YDR386W/YDR440W"
"GO:0030435","GO:0030435","sporulation resulting in formation of a cellular spore",137,0.43290463550224,1.79155119313762,2.87177076251406e-05,0.000562046563520609,0.000440482131994638,1145,"tags=36%, list=21%, signal=29%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YJR094C/YNL031C/YDR273W/YER046W/YOL048C/YBR057C/YDR512C/YGR056W/YNL204C/YJL103C/YAL051W/YDL240W/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",137,0.43290463550224,1.79155119313762,2.87177076251406e-05,0.000562046563520609,0.000440482131994638,1145,"tags=36%, list=21%, signal=29%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YJR094C/YNL031C/YDR273W/YER046W/YOL048C/YBR057C/YDR512C/YGR056W/YNL204C/YJL103C/YAL051W/YDL240W/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0051301","GO:0051301","cell division",286,0.349433008230918,1.56960994842407,3.05872657430948e-05,0.000591593704489975,0.000463638554421648,860,"tags=25%, list=16%, signal=22%","YGR225W/YDR383C/YNL225C/YPL267W/YOR257W/YLR313C/YBR156C/YDR052C/YPR046W/YMR036C/YPL024W/YNL188W/YBL084C/YIL026C/YOR127W/YKR037C/YPR111W/YKL092C/YEL061C/YKL189W/YIL140W/YDR260C/YCL024W/YIL122W/YIL144W/YDL127W/YDR273W/YDR507C/YCR002C/YBL031W/YJL194W/YGR152C/YFR031C/YDR201W/YFL008W/YBL085W/YHR158C/YKR010C/YHR124W/YOR269W/YLL016W/YDR182W/YER032W/YPR188C/YDL179W/YOL069W/YPR171W/YDR195W/YLR381W/YOR058C/YLR127C/YGR113W/YOL133W/YNL233W/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDR318W/YKL193C/YPL242C/YLL003W/YLR459W/YDL117W/YIL050W/YGL086W/YOR005C/YPL209C/YIR010W"
"GO:1903047","GO:1903047","mitotic cell cycle process",312,0.335906628525221,1.53056826678306,3.18983133561582e-05,0.00060977705997121,0.000477889051994341,1399,"tags=34%, list=26%, signal=27%","YNL225C/YLR313C/YDR309C/YDR052C/YPR046W/YMR036C/YKL161C/YKL108W/YBL084C/YLR079W/YGL021W/YOR127W/YPR111W/YKL092C/YBR007C/YEL061C/YOL006C/YIL140W/YDR260C/YCL024W/YIL144W/YGL158W/YPL020C/YMR294W/YDR507C/YFR027W/YCR002C/YBL031W/YJL194W/YGR152C/YDL074C/YFR031C/YFL008W/YHR158C/YCL061C/YOR269W/YHR132W-A/YPR188C/YOR066W/YOL069W/YPR171W/YHR061C/YDR195W/YLR381W/YOR058C/YPL124W/YLR127C/YGR113W/YOL133W/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDR318W/YDL089W/YPL242C/YOL146W/YLL003W/YOR033C/YPL269W/YDL117W/YIL046W/YGL086W/YJL090C/YPL174C/YFR003C/YBR088C/YPL209C/YIR010W/YDR356W/YNL298W/YMR198W/YNL078W/YER133W/YER167W/YDR180W/YDL139C/YDR113C/YER173W/YDL017W/YDR054C/YML109W/YGR140W/YMR224C/YPR120C/YGR188C/YPR141C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR440W/YLR210W/YAL047C/YLR288C/YLR212C/YDR130C/YOL070C/YPR019W/YDL155W/YPR122W/YIL138C/YLR045C"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",63,-0.600389485322298,-1.98594359438717,3.45177750894175e-05,0.000652266922379338,0.00051118882891043,934,"tags=48%, list=17%, signal=40%","YEL016C/YOR347C/YJR103W/YOL056W/YCR012W/YDL185W/YDR050C/YBR127C/YJR069C/YGR254W/YMR205C/YBR252W/YKL060C/YKL152C/YLR432W/YML056C/YBL039C/YCL040W/YOL136C/YLR446W/YJR109C/YDR516C/YOR344C/YBR196C/YGR192C/YHR216W/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0000027","GO:0000027","ribosomal large subunit assembly",44,-0.66041189048436,-2.02342735051188,4.02989446244441e-05,0.000752857556393024,0.000590022825601909,1431,"tags=75%, list=26%, signal=56%","YNL061W/YLR075W/YKR094C/YEL054C/YHL001W/YIL148W/YPR102C/YOL080C/YLR106C/YDR060W/YIL110W/YOL127W/YLL008W/YIR026C/YGR085C/YPR016C/YEL055C/YKL006W/YIR012W/YPL211W/YGL099W/YML073C/YOL077C/YOR063W/YLR340W/YPL131W/YHR197W/YHR066W/YLR448W/YHR085W/YNL182C/YPL093W/YCR072C"
"GO:0006730","GO:0006730","one-carbon metabolic process",18,-0.803350727133501,-2.04369565236885,4.57637702869233e-05,0.000845344251142719,0.000662505675117613,602,"tags=61%, list=11%, signal=55%","YBR263W/YGL125W/YER043C/YGR204W/YDR502C/YLR180W/YAL044C/YMR189W/YDR019C/YLR058C/YKR080W"
"GO:0006195","GO:0006195","purine nucleotide catabolic process",31,-0.714425443082332,-2.02904955592069,4.63481783053622e-05,0.000846626723711282,0.000663510763108343,912,"tags=65%, list=17%, signal=54%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YBR252W/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0006913","GO:0006913","nucleocytoplasmic transport",184,-0.452379620162216,-1.72380230992529,4.76445121489176e-05,0.000851386717095876,0.000667241222772027,1451,"tags=49%, list=27%, signal=38%","YOR046C/YER009W/YGL097W/YJR074W/YCL011C/YAL059W/YJR042W/YNL004W/YKR094C/YOL040C/YOL032W/YMR216C/YMR129W/YIL148W/YGR090W/YGL016W/YOR294W/YLR106C/YGR285C/YNL139C/YJL128C/YER107C/YGL135W/YPL220W/YHR088W/YOR185C/YDR381W/YER006W/YJL061W/YNL055C/YIR026C/YLR293C/YGL241W/YPR016C/YGR128C/YER036C/YJR072C/YGR081C/YMR230W/YLR074C/YLL034C/YOR098C/YDR457W/YER125W/YBR017C/YJL010C/YNR016C/YKL143W/YNL178W/YDR091C/YFL007W/YLR347C/YML026C/YLR048W/YKR092C/YDR361C/YGL099W/YNL209W/YMR308C/YDR450W/YCR073W-A/YJR123W/YER110C/YKL009W/YOR293W/YBR034C/YER131W/YDL063C/YKR048C/YGR214W/YPR080W/YDR214W/YNL007C/YNL064C/YGL123W/YBR118W/YGR245C/YDR395W/YPL226W/YOL121C/YHR030C/YNL302C/YLL024C/YBR247C/YBR267W/YOR230W/YPL093W/YNR053C/YDL229W/YAL005C/YLR264W"
"GO:0051169","GO:0051169","nuclear transport",184,-0.452379620162216,-1.72380230992529,4.76445121489176e-05,0.000851386717095876,0.000667241222772027,1451,"tags=49%, list=27%, signal=38%","YOR046C/YER009W/YGL097W/YJR074W/YCL011C/YAL059W/YJR042W/YNL004W/YKR094C/YOL040C/YOL032W/YMR216C/YMR129W/YIL148W/YGR090W/YGL016W/YOR294W/YLR106C/YGR285C/YNL139C/YJL128C/YER107C/YGL135W/YPL220W/YHR088W/YOR185C/YDR381W/YER006W/YJL061W/YNL055C/YIR026C/YLR293C/YGL241W/YPR016C/YGR128C/YER036C/YJR072C/YGR081C/YMR230W/YLR074C/YLL034C/YOR098C/YDR457W/YER125W/YBR017C/YJL010C/YNR016C/YKL143W/YNL178W/YDR091C/YFL007W/YLR347C/YML026C/YLR048W/YKR092C/YDR361C/YGL099W/YNL209W/YMR308C/YDR450W/YCR073W-A/YJR123W/YER110C/YKL009W/YOR293W/YBR034C/YER131W/YDL063C/YKR048C/YGR214W/YPR080W/YDR214W/YNL007C/YNL064C/YGL123W/YBR118W/YGR245C/YDR395W/YPL226W/YOL121C/YHR030C/YNL302C/YLL024C/YBR247C/YBR267W/YOR230W/YPL093W/YNR053C/YDL229W/YAL005C/YLR264W"
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process",28,-0.72757276143049,-2.04236647479226,4.87927258003916e-05,0.000853353629955784,0.000668782714218133,912,"tags=71%, list=17%, signal=60%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0071554","GO:0071554","cell wall organization or biogenesis",241,-0.426934397583747,-1.6734287155988,4.82932317391744e-05,0.000853353629955784,0.000668782714218133,439,"tags=17%, list=8%, signal=16%","YIL015W/YMR307W/YLR120C/YDL055C/YGR279C/YLR121C/YOR247W/YKL096W-A/YOL061W/YHR030C/YKL096W/YDR074W/YIL123W/YJL159W/YOR092W/YHL011C/YNL194C/YJR104C/YHR143W/YGR032W/YJL158C/YBL101C/YLR300W/YNR067C/YLR194C/YIL119C/YGL028C/YIL011W/YEL040W/YER150W/YLR413W/YER124C/YPR149W/YDR055W/YKL163W/YBR067C/YOL109W/YOL155C/YNL160W/YDR077W/YER011W"
"GO:0019364","GO:0019364","pyridine nucleotide catabolic process",28,-0.726287472529766,-2.03875854566074,5.06875305222167e-05,0.000877161054510782,0.000687440857165576,912,"tags=68%, list=17%, signal=57%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0046031","GO:0046031","ADP metabolic process",28,-0.72554283571519,-2.03666827875328,5.16349336715378e-05,0.000884248239125085,0.000692995162433797,912,"tags=68%, list=17%, signal=57%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process",43,-0.664651138359811,-2.02728787783365,5.70308416851734e-05,0.000966584574540465,0.000757523062644083,912,"tags=58%, list=17%, signal=49%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGL224C/YJR069C/YGR254W/YMR205C/YBR252W/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YDR481C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C/YER037W"
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process",31,-0.710366922114309,-2.01752289453481,5.84027176019989e-05,0.000979735385078431,0.000767829498870533,912,"tags=65%, list=17%, signal=54%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0006281","GO:0006281","DNA repair",302,0.346965669462163,1.56312208826757,6.29983184918584e-05,0.00104615389495571,0.000819882422477774,1592,"tags=45%, list=29%, signal=34%","YIL132C/YDR191W/YDR078C/YDR076W/YLR151C/YDR317W/YOR144C/YKL045W/YBR010W/YPL153C/YKL108W/YOR244W/YBL003C/YNL133C/YMR201C/YOR368W/YER142C/YNL136W/YPR007C/YOL086W-A/YDL002C/YLR135W/YNL031C/YFR027W/YNL250W/YPR175W/YOR328W/YDL074C/YFL008W/YJR043C/YCL061C/YHR090C/YGR056W/YDR182W/YAR007C/YOL133W/YGL163C/YDL059C/YDL003W/YNL107W/YDL013W/YLR035C/YLR376C/YHR120W/YNL201C/YOL146W/YOL090W/YOR033C/YDR359C/YDR363W-A/YLR442C/YBR202W/YOL034W/YJL090C/YMR106C/YFL024C/YBR088C/YPL001W/YOR005C/YLR005W/YIL128W/YGL113W/YBR073W/YDR263C/YJL074C/YDR004W/YKL057C/YLL002W/YMR284W/YDL020C/YDR499W/YDR227W/YDR180W/YDR092W/YER179W/YDR113C/YGL168W/YER173W/YDL017W/YDR460W/YML069W/YMR156C/YDR489W/YMR224C/YLR274W/YIL139C/YJR052W/YDL105W/YMR048W/YOR258W/YGL090W/YMR078C/YMR167W/YFR038W/YDR386W/YAL015C/YKL067W/YCR014C/YDR440W/YLR265C/YJL142C/YKL113C/YDL200C/YLR320W/YLR288C/YGL127C/YGR258C/YIL143C/YKR095W/YPR019W/YJL168C/YPR023C/YOL095C/YPL127C/YNL082W/YBR163W/YER041W/YLR394W/YOR023C/YBR275C/YBL023C/YLR321C/YLR103C/YBR089C-A/YER104W/YDR363W/YGL087C/YDR311W/YOR346W/YIL126W/YPR052C/YKL032C/YPL164C/YOR123C/YCR066W"
"GO:0006797","GO:0006797","polyphosphate metabolic process",14,-0.838379831996723,-2.00018490904479,6.58928665014043e-05,0.00108327872528309,0.000848977564186515,321,"tags=50%, list=6%, signal=47%","YFL004W/YER072W/YJL012C/YNL217W/YPL019C/YDR089W/YML123C"
"GO:0030476","GO:0030476","ascospore wall assembly",37,0.614326817424825,2.0250617830125,7.05709424381273e-05,0.00111556374392578,0.000874279691743601,1130,"tags=51%, list=21%, signal=41%","YCL048W/YLR307W/YGR225W/YLR213C/YOL047C/YLR341W/YDR522C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YDR403W/YNL084C/YMR148W/YHR184W/YLR343W/YBR043C/YOR298W"
"GO:0042244","GO:0042244","spore wall assembly",37,0.614326817424825,2.0250617830125,7.05709424381273e-05,0.00111556374392578,0.000874279691743601,1130,"tags=51%, list=21%, signal=41%","YCL048W/YLR307W/YGR225W/YLR213C/YOL047C/YLR341W/YDR522C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YDR403W/YNL084C/YMR148W/YHR184W/YLR343W/YBR043C/YOR298W"
"GO:0070590","GO:0070590","spore wall biogenesis",37,0.614326817424825,2.0250617830125,7.05709424381273e-05,0.00111556374392578,0.000874279691743601,1130,"tags=51%, list=21%, signal=41%","YCL048W/YLR307W/YGR225W/YLR213C/YOL047C/YLR341W/YDR522C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YDR403W/YNL084C/YMR148W/YHR184W/YLR343W/YBR043C/YOR298W"
