"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YDR392W",78.5040199243123,0.176005605887209,0.164049497206944,0.236986213316833,0.376464730623222
"YDL132W",226.002253950593,0.0113343698927879,0.100485705066051,0.907570738821632,0.942901540465846
"YDR202C",40.5303525921238,0.137879644854627,0.208239226506011,0.443163232580528,0.589655730409244
"YDL109C",26.2094457764176,-0.286374276246976,0.26175516754803,0.162884449947655,0.284709528966012
"YDR211W",155.127748594238,-0.190242335046726,0.123438428025132,0.10444031676518,0.202478020206344
"YDR110W",31.8399631871133,-0.188049103812316,0.231993311097013,0.324071506084064,0.470165794162269
"YDR274C",37.2097198691387,-1.86291678042424,0.261665507023988,7.85076914548069e-14,1.02022703075831e-12
"YDR167W",88.2792701060617,-0.127976982318961,0.150056913899108,0.356131190346787,0.503070937874328
"YDR156W",39.0119034577757,0.0571220646776685,0.208185424983346,0.750928440172431,0.839017887221168
"YDL223C",70.7012461501646,0.0480237906788738,0.16419911675223,0.756713338056069,0.843001155061037
"YDR075W",23.5726375208418,0.0534518090142629,0.252122490017899,0.785196216175698,0.86330556645845
"YDL088C",94.2054016423522,0.276484809874273,0.153985459078183,0.0520352293128555,0.11705786988924
"YDL129W",11.4168722213039,0.0798902914255218,0.303228635162539,0.697978524449264,0.798805417550318
"YDL215C",178.391337600556,0.0761268917317459,0.112394283465745,0.481358240121416,0.626280839882108
"YDR297W",261.617147494291,-0.197076085575422,0.0974534454859208,0.0366754005061856,0.0887254563129511
"YDR131C",18.4005490215104,0.107641521568603,0.271424118161411,0.599968557128447,0.723001756839148
"YDR348C",233.677175758116,0.30373391345207,0.103490368457874,0.00237585855226148,0.00907070630804086
"YDL169C",36.4366210885856,0.925610860188926,0.279319091420627,0.000153613320298933,0.000792100353775177
"YDR007W",55.4585101595692,-0.143996510569812,0.18349458729417,0.376337713910279,0.522839927070374
"YDL195W",461.574018372582,-0.288723519517862,0.0726821060621745,5.40048998804949e-05,0.000308414203806041
"YDR263C",8.49715779766483,0.393305368379846,0.446349215620711,0.117343697264795,0.221298644514199
"YDR429C",437.930860249032,-0.35350142552144,0.0733777867828678,8.15185734404642e-07,6.09273381547513e-06
"YDR119W-A",13.8790237215629,-2.57824567765556,0.467153311394295,2.88590749051069e-09,2.81440283076363e-08
"YDR421W",69.987855902179,0.31663152633608,0.177861404955025,0.048488055903714,0.110440530328568
"YDL186W",17.96904466202,-0.104631969871059,0.272198273177011,0.605348792261392,0.727542541906636
"YDL198C",143.723614093523,-0.670165938637517,0.12774732526922,4.08497969446657e-08,3.58155831865811e-07
"YDL120W",72.0855929663386,-0.29707576241665,0.168756556141224,0.0516680622872579,0.116327559166085
"YDR379W",129.215182219284,0.313018956461392,0.13649812883135,0.0148012511772197,0.0424188817132369
"YDL029W",435.389658437581,-0.10733452862107,0.0732909804987783,0.136070572617462,0.248727732305424
"YDR205W",56.3447880189385,0.121394537264364,0.186566569718426,0.464884387800358,0.611243087155913
"YDR369C",30.8093366870159,-0.0215749380145035,0.224611107370616,0.906615648988796,0.942901540465846
"YDR088C",62.9872977317027,0.742278866641068,0.202966931966551,6.11020673438507e-05,0.000342159069025801
"YDR411C",101.6099129294,-0.170151848749452,0.14337459698081,0.202389491246521,0.335131025002941
"YDR441C",44.1330844845145,-0.0209632269694682,0.20035948291971,0.902654525699721,0.941003586038509
"YDL183C",17.6204259509694,0.524412256197765,0.370363307912907,0.0447598247878951,0.103675275789405
"YDL059C",29.6011088806759,0.512468170268071,0.286525040394791,0.0250268931891945,0.0651080041075051
"YDR016C",43.6182716443868,0.171509674555515,0.209652752471335,0.342321161551117,0.489542915217905
"YDR430C",103.148506062108,-0.295584053547547,0.14435186375576,0.0276676704726955,0.0707005255283124
"YDR374W-A",19.497829915413,0.704194403384088,0.373606500206363,0.0120083519602771,0.0357246838361479
"YDR293C",619.161624252146,-0.190979808160004,0.0610871956595477,0.0015442015076588,0.00622573798703118
"YDR459C",54.4204266049108,0.527570438244395,0.210707046324234,0.00461091364430734,0.01594583346903
"YDR022C",25.4530295702713,0.484532247616958,0.296378811061169,0.03703714419551,0.0893825389914579
"YDR217C",70.4836888763259,0.135592052620674,0.167437707206775,0.374870468669604,0.521331045778191
"YDR052C",90.8533440225757,1.03894271750036,0.177888547531083,8.81551898050755e-10,8.93142673006608e-09
"YDL027C",69.0972573675104,0.470482877150294,0.184258617141737,0.00471948979272751,0.0162494201737018
"YDR104C",35.5881800848096,0.760412092137276,0.276011688873755,0.00122720463419283,0.0050557504169194
"YDL136W",242.57688986031,-0.628702597283953,0.09934290771047,7.44440981438862e-11,8.22795274636771e-10
"YDR248C",38.7779116411563,-0.228626011216494,0.21531205901405,0.210005553575251,0.344478128969554
"YDR078C",20.2828025587825,1.25435532498484,0.398756554700179,0.000200136548892506,0.00100916779630498
"YDR068W",94.677563145816,0.334406873642086,0.153273353061952,0.0185842554399013,0.0509646423617544
"YDL080C",71.2762963247203,-0.0969754696047219,0.164139759224694,0.516224934369663,0.655738708134763
"YDR461C-A",40.092550440837,0.260012043165663,0.223598352540031,0.16879977558105,0.292232921267983
"YDR252W",10.0961267842433,0.124065862265007,0.318271775284556,0.550879279717459,0.686215969793766
"YDL046W",346.122318791943,0.189730232795817,0.0833025753023992,0.0196137410619567,0.0532301275359417
"YDR540C",7.77361877566662,0.118515165468085,0.335844056943202,0.558670244235434,0.69247077592109
"YDR181C",50.3453605286426,0.35932270398063,0.207078418594476,0.0471597432750896,0.108155752789562
"YDL200C",23.6186812013961,0.284625718154064,0.276706966546619,0.184228347778358,0.311854359744863
"YDR108W",40.9103796349017,0.141859897161797,0.211923307870228,0.436317262856604,0.582643823551008
"YDR337W",56.2407985782858,0.0391774416130485,0.180457167895087,0.809949358108101,0.880445320816881
"YDR356W",44.4838982506768,0.411007820367591,0.223403865735456,0.0321642174138975,0.0797230146407351
"YDL235C",49.8768874970591,0.597566201648487,0.222884087099791,0.0022843596509488,0.00880121947207103
"YDR170W-A",21.8055210414129,0.0357647443964224,0.254773389604609,0.858839169461163,0.911597779588929
"YOR185C",86.4273678133341,-0.31887580066889,0.15567883205289,0.0258717045883645,0.0670189847551809
"YOR237W",19.0331264576423,0.741520485038524,0.378547495944376,0.00952770352859024,0.029516458666431
"YOL048C",99.9267430925266,0.626603899779001,0.158824394949471,2.53917219895437e-05,0.000156439314194587
"YOL144W",33.5445326988276,-0.0515195642452442,0.218082838872165,0.777567731196977,0.858233597378497
"snR8",10.5395617993163,-0.0426890471358119,0.305241596378585,0.830180185792629,0.89394504378831
"YOL072W",48.3626742342672,-0.118166810639675,0.195665415660277,0.489601252325035,0.633011450300707
"YOR114W",18.1677728961947,1.24537059185791,0.424155292693974,0.00040020249825568,0.00185708894652827
"YOR385W",19.1983150113645,-0.0569066363305463,0.261460878444951,0.774356322039063,0.855813783157494
"YOL119C",80.9831870031348,0.0462082320301101,0.156183724201934,0.749601594571284,0.838150485162373
"YOR019W",65.5128124245629,0.63467641641048,0.194729448653229,0.000334479087270263,0.00158435938221265
"YOR206W",47.4520415611587,0.0904978601809633,0.195050110620422,0.597438914599443,0.720906109786844
"YOR341W",239.314832133845,-0.700550322644365,0.10369577763403,3.64899940736334e-12,4.34938469666336e-11
"YOL088C",76.5290308258936,0.412648016215962,0.173124833424096,0.00884947111275205,0.0277452472537917
"YOR160W",51.9081638509581,0.0852385279084352,0.18834537684556,0.610415260942008,0.730602032949842
"YOR084W",76.393267830639,0.0212644175328208,0.159382083792429,0.87927005783544,0.923672520433504
"YOR039W",89.0209902027977,0.144291976364665,0.15539966230052,0.31456987992636,0.461132253317574
"YOR264W",72.7256894141272,-0.138513145783505,0.161930010324218,0.348739543147406,0.495830052120442
"YOR281C",89.419954720116,0.365003710234384,0.159968724854912,0.0132504707642118,0.0387043916449561
"YOR230W",575.375479616935,-1.18235604587728,0.0654237908628633,5.92147598434218e-74,2.84178904476632e-72
"YOR144C",19.1601738548693,0.957567823280474,0.394752753941491,0.00220946443257291,0.00855483362392527
"YOL081W",187.606196344657,-0.160015201921525,0.114850874810153,0.14517363730483,0.261093020938437
"YOL052C",69.7941376491814,-0.089047893492242,0.164606762830934,0.551904926559095,0.68733709383219
"YOR285W",275.390861266555,0.00918515640412901,0.0941302454479763,0.921181526566914,0.952700213959847
"YOR058C",38.8240697996357,0.534372336697589,0.250435805860849,0.011270232005917,0.0339140754093878
"YOR270C",608.413948295191,-0.0748677994738535,0.0639850901136461,0.235779148021489,0.375093840891413
"YOL154W",32.3426685974119,0.801594104312566,0.296447182237823,0.00130677625298719,0.00534732451764615
"YOR115C",57.9742126288129,0.129042992215983,0.181106493011094,0.427277800767286,0.574357947911013
"YOL003C",45.6787563548111,0.118933223760481,0.20337635157267,0.50016503672937,0.641444659152926
"YOR258W",15.4423915501453,0.316119647814405,0.332861096486693,0.172092255558329,0.295975835553428
"YOL103W",117.273965579954,0.134002169233006,0.134469047630342,0.291006976444254,0.437345805714448
"YOR215C",121.050220053697,0.853454741117213,0.150171914028492,2.76597602880492e-09,2.70225979528423e-08
"YOL095C",18.3730546834211,0.25957999839299,0.297858226257834,0.237115757022678,0.376464730623222
"YOL063C",75.7472357622757,-0.233600909198576,0.163884360198678,0.117182386536155,0.2210813283894
"YOR389W",15.2664936060139,0.0721161773631991,0.281626568689335,0.725749674976804,0.821324873751158
"YOR231W",72.5124014381382,0.382883481125709,0.17778040234486,0.0173232420276744,0.0482317848007159
"YOR021C",129.776843142777,-0.0630827125279087,0.131187409837128,0.609828462528733,0.73059889467313
"YOR120W",65.5982286814568,-1.02523928560551,0.191688004237528,1.13485839945773e-08,1.04701691457559e-07
"YOL038W",464.857996077953,-0.168909503134587,0.0719544963892253,0.0169295112324917,0.047279916259807
"YOR023C",127.765522973667,0.248882451294193,0.134413853585676,0.0494481745153598,0.11206750736269
"YOL124C",26.8911402830832,-0.452764946639487,0.280174727817013,0.0390702472691951,0.0932606120461459
"YOR212W",155.792647175674,-0.429397467883658,0.121781838467808,0.000210004202389566,0.00105117382550166
"YOL120C",1897.6277514689,-0.349906641114979,0.0342336508096988,1.02848077052644e-24,2.02403535811157e-23
"YOR181W",271.364271279873,-0.450646733548419,0.0955149592094446,1.14827211575896e-06,8.35398503366655e-06
"YOR335C",419.480673487457,-0.371071991605381,0.0776186819050351,1.04923022252582e-06,7.67424939497163e-06
"YOL029C",66.7118724903742,0.388507320129863,0.184054995053158,0.0188407738294348,0.0515647191700038
"YOL122C",114.632012649251,0.0989367890353222,0.135916434530388,0.44023004706837,0.587152264142139
"YOR252W",30.4601138602276,-0.00651550367423175,0.227076500179903,0.970451532817762,0.983029130910198
"YOR157C",291.169051636535,-0.147869694842665,0.0913114466727178,0.0957447451164343,0.189515014664259
"YOL107W",29.6259890975695,0.839143167854296,0.306362406331176,0.0011204641098865,0.00465103121789762
"YOR274W",37.0230358371807,0.519481258227969,0.25243503821611,0.0141390757554096,0.0408852449565781
"YOR093C",55.006516494117,0.0250654199655347,0.184158858356319,0.879874014432017,0.923759335350214
"YOL065C",51.7604300659172,-0.152557884877183,0.189377662974614,0.360217595500511,0.507106949753794
"YOR092W",67.634243158298,-0.990903870849607,0.185752431532527,1.25438787189149e-08,1.14570217814997e-07
"YOR207C",157.358572114425,-0.329254248983873,0.120516074654354,0.00397539164000671,0.0141321427306541
"YOR365C",12.0653177776441,0.239256668950453,0.333018581467642,0.282939706560702,0.429155290987968
"YOL005C",107.349805590823,0.224265133637192,0.146793972107547,0.100577388449528,0.196450871905522
"YOL020W",146.548838167641,-1.02094797187235,0.128518154613829,2.72909575177397e-16,3.92917969946194e-15
"YOL053W",72.1116091071842,0.362517786868624,0.175365287003906,0.0225707909485045,0.0599149914018767
"YOL117W",29.5812482288214,0.178641308723123,0.238263148671939,0.360775756695375,0.507535141393776
"YOR038C",49.0996307247002,0.209129182744077,0.203086660258557,0.237363939812956,0.376738646567068
"YOR303W",201.71243595638,-0.679930172779796,0.112910288866179,4.39855168910473e-10,4.6456517936471e-09
"YOR137C",68.8220565224015,0.373820061819024,0.180720555631683,0.0217386893458343,0.0581292128108794
"YOL034W",31.6716763020881,0.435057810383927,0.264318361056879,0.0431478341095976,0.100797593091565
"YOR052C",126.439865543207,-0.11168180996741,0.129210852952979,0.360286001406141,0.507106949753794
"YOR190W",15.0998460522526,0.275432472013898,0.426066552034154,0.19422147201016,0.324949747207212
"YOL039W",959.76104715026,-0.0382636939564674,0.0501703044135781,0.441370026512604,0.588195326171112
"YOR349W",33.25547683826,0.854930126083118,0.287906444703844,0.000552310721508316,0.00247476818785585
"YOL090W",76.2574548237965,0.46233601690257,0.174636937742669,0.00372047657241707,0.0133648899065619
"YOR271C",287.018469856071,-0.123353915607063,0.0898109440133223,0.1582443296262,0.279091518902068
"YOR173W",71.6964115602548,-0.659978469345373,0.178310235891116,5.50500271458124e-05,0.000313075570181642
"YOR106W",62.0479159078202,0.0290746515595891,0.173858797639694,0.854473657491224,0.908134212602401
"YOR108W",88.986176941253,-1.16050265425182,0.159558483600177,4.02932196062302e-14,5.31190854134182e-13
"YOR059C",96.2722946011872,-0.0159512937562858,0.144849504603204,0.905981285653964,0.942861634737082
"YOL149W",58.7779855393428,0.308854135679963,0.190913340500964,0.0685719051075908,0.145975444686237
"snR9",16.1058258805536,-0.342448464049308,0.327662027860013,0.133318077304023,0.244595305476295
"YOR295W",13.4146139057118,0.173063371740194,0.306450889687898,0.418024020316101,0.566124464752155
"YOR132W",202.165133701706,-0.102009399600661,0.106047527010493,0.317787569573072,0.463754546048087
"YOR216C",77.8347257063656,-0.0397726423208081,0.156167387912214,0.78129881397699,0.861097061093496
"YOR099W",341.10329229094,0.00414061092728357,0.083573379806613,0.959037486587834,0.976529702051375
"YOR001W",47.2435212590479,0.00910194092385231,0.19295405242377,0.958563020571492,0.976228273556707
"YOR009W",53.736408361256,-0.62084226731784,0.202765013389409,0.000590382589956702,0.00261537097137904
"YOR204W",140.612152783147,-1.24422610638351,0.13239298901036,5.68268955809519e-22,1.02269718987957e-20
"YOR209C",300.123468842926,-0.485389682556772,0.0883828539604272,1.73998258071025e-08,1.56312720838519e-07
"YOR284W",20.1651724765543,-0.0178634645116245,0.260403371528884,0.926756725466416,0.956296877598409
"YOR036W",122.894550206367,-0.161597288874106,0.134288867552466,0.200440435925668,0.333024853233934
"YOR154W",35.0642256875819,0.769827857584378,0.27904682391485,0.00118626508457146,0.0048981556812758
"YOR048C",143.656078989133,0.0481169105554562,0.122511270463784,0.680539526994289,0.785657681406574
"YOL073C",92.2749924518482,0.00901553150699852,0.146907057717351,0.947727109752328,0.968831505502224
"YOL152W",21.2993803110492,-1.16630215883188,0.333700851037407,4.49915547184531e-05,0.000261027355105681
"YOL101C",53.0018272040835,0.229064021460666,0.196609436661723,0.186245283860891,0.314781571826671
"YOR085W",143.830605672656,-0.0768047285420296,0.122684243401697,0.511753880429956,0.651420539746927
"YOR227W",216.465057615614,0.664883631545518,0.112104718014875,8.96560952443166e-10,9.06670050058514e-09
"YOR159C",53.6833165520942,-0.235335080569195,0.190349115662149,0.160642797938343,0.281691265230985
"YOR372C",48.016050890314,0.113834027926495,0.194310815714501,0.506252018054863,0.646811557508338
"YOR112W",62.5078200287717,0.347876681280734,0.188783460537412,0.0385850404211574,0.0922645373637087
"YOR229W",51.611426102702,-0.130586301683197,0.18742836842516,0.430159392975957,0.576531611702954
"YOR342C",68.4422135295659,-0.123967992039675,0.169639133733855,0.418401467643752,0.56646236809675
"YOR251C",114.26249274088,-0.0890477421545647,0.135217628285307,0.483239814071532,0.627684003510293
"YOR130C",65.4646139031574,0.072301686726367,0.172754650362963,0.644859290170215,0.758388902949538
"YOR119C",34.0944589420366,-0.0911344679545399,0.220346267273399,0.620367224012556,0.739439887270739
"YOR008C",272.36760752412,-0.0814646328219456,0.0922535900498006,0.363663880654198,0.510941214961253
"YOL011W",58.7276468057465,-0.181887860356177,0.182597977830374,0.262392522494966,0.406901783041372
"YOR202W",176.496753983363,-1.22962107038367,0.121338422013452,4.33170608172371e-25,8.58650868590957e-24
"YOR266W",26.2896433157863,-0.0260780371289616,0.238978354134737,0.890866964761332,0.932847799478307
"YOR140W",44.0595363729255,0.280624390153545,0.215338490092319,0.129282075946195,0.237988639805395
"YOR004W",26.1155199997246,-0.431396912142271,0.276842700759954,0.0466593689980985,0.107347942720184
"YOR308C",13.4976751946387,0.0180143320946056,0.286596057785676,0.930876504529913,0.958440319229748
"YOR032C",23.5453567518523,-1.18991239880389,0.318096494197763,1.73671222350076e-05,0.000110099102836299
"YOR311C",104.021653812202,0.00870178212515809,0.140303248154126,0.948619831576849,0.969378809455097
"YOL019W",81.959279794183,0.159617166735795,0.159655906905418,0.276650454145463,0.422426635397664
"YOL138C",80.3387122028518,0.0110374429344369,0.154208274183387,0.939459851834374,0.964811376827561
"YOL151W",48.2215919858625,-0.317620284398329,0.205979879026503,0.073569942843953,0.153979019624815
"YOR330C",120.229019359637,0.367365823933504,0.141751960135328,0.00565827054044126,0.0189567655399597
"YOR142W",318.863305455231,0.243121706751938,0.0877963185743482,0.00446884049131233,0.0155506086007698
"YOR017W",44.7078343582978,0.493265208876637,0.22933292264161,0.0124829287603475,0.0368957878162406
"YOR002W",149.094707010506,0.0254447536962115,0.124085318371078,0.830196614139294,0.89394504378831
"YOR194C",125.862065880027,0.298533916246302,0.139552249728808,0.0226673433654091,0.0601129595502439
"YOR298C-A",472.040743973418,-0.928439922034823,0.0704458135084605,1.87052311473283e-40,5.1685009902542e-39
"YOL069W",30.8663788896157,0.549120702346497,0.287897911083081,0.0174568774439282,0.0485297644795382
"YOR014W",248.73629080245,-0.0900597067593521,0.0986922366232725,0.345714422886417,0.492168516162266
"YOR346W",65.1918893359679,0.231056982853957,0.177990561121197,0.149452582440249,0.266936579080238
"YOR044W",26.0548401146355,0.74832855954292,0.324354916479064,0.0042938104287339,0.0150682725180264
"YOR275C",83.094941358469,-0.0971008488166379,0.152377401523225,0.490031204281822,0.633336560389165
"YOR174W",60.4489618660603,0.122831764214732,0.17912100139416,0.445617928104548,0.591885332522452
"YOR336W",73.9372018081859,-0.0694367502414538,0.161552650465314,0.638256517892244,0.752771106641534
"YOL094C",33.2017010822117,0.0224803882274572,0.219026664153819,0.904433299438423,0.941967367452429
"YOR122C",548.489227992075,-0.0409613481568532,0.0669473432226179,0.534374418966215,0.671157586355409
"YOR256C",111.669306461605,0.310767850215725,0.145338117022659,0.0221328011443991,0.0590387884256496
"YOL137W",38.0810345208638,0.0564584769305458,0.212270686321724,0.756238303094678,0.842643534873927
"YOR350C",24.317036157125,0.27009208750445,0.270435236614077,0.201112907144278,0.333521889962518
"YOR196C",97.6033643174841,-0.0907585557653106,0.147819273856697,0.508037502968885,0.648142817301451
"YOR380W",54.8257865004918,-0.181783506504211,0.186989123453206,0.271444860954384,0.417273063861039
"YOR376W",8.48790448102804,2.76261123595418,0.855031495071353,0.000276184751247084,0.00133835852442232
"YOR369C",3278.47828586894,-0.521183120216475,0.026829376347223,2.02298893392327e-84,1.0745410152907e-82
"YOR296W",27.6867978142913,0.129375515591699,0.240656439513153,0.508616421485296,0.648613316490279
"YOR260W",134.212262658724,-0.298818309648263,0.128814168630441,0.0139953945402559,0.0405555103441418
"YOR373W",48.2547303155267,0.241402693438396,0.202839385326773,0.172241113644836,0.296051251256958
"YOR163W",97.299361485428,-0.311729471605444,0.147687018112454,0.0226821887518422,0.0601231853979306
"YOL042W",39.196443871071,0.231442579399268,0.220951651418899,0.216744866432218,0.353130185899543
"YOR316C",144.381139772995,0.143207972002595,0.126291788067248,0.233241511581438,0.372210203994299
"YOR326W",278.860155325499,0.123590529707954,0.0934304031531645,0.17437011655376,0.29905294911148
"YOL036W",99.6896656964455,0.175530952269229,0.146757736377903,0.200191050574574,0.332901288052734
"YOR332W",271.644645149884,-0.324278162727015,0.0939329583621471,0.000367543020063968,0.00172603250023173
"YOL002C",105.43988730743,-0.625394454467547,0.145458246265793,4.89197658808337e-06,3.34132383438254e-05
"YOR193W",25.1424437908572,0.73608274813791,0.325984999445207,0.00500681761193333,0.0170774932387078
"YOR243C",149.571964895254,-0.52396574383625,0.12744211439255,1.47318234774394e-05,9.42664400527148e-05
"YOR126C",34.224575064202,1.06040800125442,0.291812957576823,4.13987182348598e-05,0.000241463099640637
"YOR070C",78.6325201701362,0.486501920380709,0.172912787569926,0.00213467146317739,0.0082945934481843
"YOR328W",63.2151488978594,0.61909812607415,0.199102164538238,0.000574578297820587,0.0025577850833006
"YOL056W",62.4419960232984,-0.405301653324261,0.185886858533201,0.0142516590921527,0.0411238538466073
"YOR098C",112.321700459089,-0.403682998668488,0.143620601657937,0.00258973291009316,0.00976198971165515
"YOL110W",111.344984157015,0.688062738710818,0.154734550440169,2.41456163750748e-06,1.70672696625368e-05
"YOR213C",34.511521267955,0.168201147438115,0.231185131284901,0.380944342503609,0.527991370788469
"YOR253W",63.8316640003896,-0.50824935465528,0.183749118009409,0.00209756381603506,0.00817968327120751
"YOL113W",141.202464158861,0.00682316242029241,0.126413104834877,0.955594644352682,0.974111850056554
"YOR060C",26.5544529109011,0.0615346088880175,0.237757180295105,0.750769180374691,0.839017887221168
"YOL076W",28.3841835864325,-0.100751800754596,0.234011650299345,0.597119116760742,0.720741735506723
"YOR381W",43.2747366682667,-0.00969050725803755,0.201922297298169,0.954393331041689,0.973068563945039
"YOR113W",73.7559040815983,-0.104669949580481,0.161829533430887,0.47812116773477,0.623849489310023
"YOR273C",273.706259360143,-1.88714521849891,0.0983470319257427,3.33677432719463e-83,1.73861831848399e-81
"YOL147C",57.0089270027001,-0.169897426423341,0.190579493824082,0.310518190236426,0.457416537098407
"YOR338W",6.6679401836938,0.0956865715000455,0.341882570432837,0.624076980228835,0.741760842674767
"YOR178C",91.0228504674884,-1.45156705266652,0.1608743521697,1.66040971750902e-20,2.8387817389037e-19
"YOR188W",50.048168788023,0.0432563694464703,0.189249126981767,0.797364879027354,0.872825780944109
"YOL159C",33.891718471825,0.00949686335691045,0.217966185452553,0.960290875684608,0.977457958030413
"YOR382W",821.846200988407,-0.841430621297366,0.0548481897283617,7.56977442092934e-54,2.76094905712696e-52
"YOL071W",43.7685854576013,-0.101837448465941,0.201798853232491,0.558268071699411,0.692424534179886
"YOR363C",59.7432455145881,0.0751072615210726,0.179684381415846,0.642464814110386,0.756548643563909
"YOR069W",76.8107917426355,0.199667030040742,0.162388251356509,0.180197571448649,0.307121779874006
"YOR075W",38.4973092944852,0.546366798026814,0.265638358890391,0.012819166659192,0.0376455506132258
"YOR124C",186.160656826541,-0.0627601819555329,0.113393974126251,0.563312652181679,0.696442423829777
"snR31",10.1195961612728,0.397795736472289,0.415381299975988,0.115610565835493,0.219467524526711
"YOL025W",36.5719749041627,0.338970687517317,0.238130808244933,0.0878353856644546,0.17725835299529
"YOR057W",49.9911284760177,0.278705576813321,0.203307543320069,0.116245160028152,0.219985219824981
"YOR265W",42.2072070423028,0.0380764486139305,0.201298682420423,0.829139140058311,0.893836499558428
"YOL127W",1678.84852379561,-0.304466811100773,0.0375154587844144,3.41868048043864e-16,4.90908160327554e-15
"YOR107W",15.538217179079,-0.33899100402622,0.328169966207648,0.136224773057519,0.24892643066055
"YOL142W",66.7076030878637,0.423152184320016,0.185523399862906,0.0111697840996663,0.0336879210635472
"YOR239W",248.461175085725,0.191967791543025,0.0999941501347467,0.0473845616646016,0.108559856309479
"YOR317W",300.494354588157,-0.319642861765767,0.0881970826460291,0.000195418583048208,0.00098628696296748
"YOR370C",242.40011334143,-0.173800542537992,0.102061648171076,0.0774565529531488,0.160092482511023
"YOR211C",80.3683354657457,0.212015315120952,0.160417314464092,0.150261454859123,0.267953200630464
"YOR191W",103.201482358101,-0.0165215376344146,0.139900753004617,0.898686047362867,0.938661963559038
"YOL064C",176.424700632636,-0.232633900758745,0.112656313853597,0.0303999379358127,0.0763978228970287
"YOL049W",175.173880296282,0.136115903403329,0.116230400748007,0.221393871462019,0.358356766499618
"YOL043C",53.317171738649,-0.00357343020752899,0.186781536064079,0.981535352840513,0.990176083597181
"YOR043W",181.454562382355,0.237617162310685,0.114857362227585,0.0307925816883493,0.0771116600088721
"YOR309C",11.3708956297575,0.195638314979151,0.328094592593187,0.365814737321338,0.512646625995144
"YOR104W",34.7830899641412,0.501347722000206,0.259742312760458,0.0198406849968163,0.0537368255532583
"YOL114C",14.6059922371912,1.89686031468952,0.529434443343796,4.25277397561286e-05,0.000247520493835935
"YOR220W",172.36758823411,-0.045031217507945,0.115534359747357,0.683232779649828,0.787762733912489
"YOR378W",9.03802578878287,-0.660905836454469,0.514776341830946,0.0271840279598398,0.0697251837638461
"YOL059W",424.535426181056,-0.318358575677569,0.0747079407527516,1.21206252903946e-05,7.88489191007715e-05
"YOR386W",48.8407155411459,-0.0383860047128705,0.190844816389919,0.818123725263461,0.886854547437367
"YOL027C",134.762275166939,-0.0249686988474272,0.125646813475039,0.833714689294448,0.89629653470818
"YOL155C",303.504532520889,-2.69203425469009,0.10273847574637,2.08788364973072e-152,2.37975238493266e-150
"YOR375C",1036.00384073745,0.117178722428353,0.0485869261767423,0.0151276763898302,0.0432411272355073
"YOR100C",15.3289724951811,2.60536228561935,0.589896085254545,1.96915407852603e-06,1.40642845478014e-05
"YOL026C",95.0714568331348,0.016271188405736,0.144568691869807,0.903678253036466,0.941360190853485
"YOL012C",130.579599415442,-0.0317499141407353,0.128091449194304,0.792990496679977,0.86890667080636
"YOR026W",32.1035028063182,0.167148374079827,0.230148998473111,0.382954150696858,0.529232035817572
"YOR359W",18.6439324976254,-0.116203098217566,0.269511550575208,0.565250799075297,0.698235972395789
"YOR250C",59.7633649519041,-0.0266581107411819,0.179169873446834,0.866792550767584,0.916017393326145
"YOL013C",118.518687850826,0.343069479387489,0.142345906254497,0.0100379579566765,0.0308007111502957
"YOR272W",60.0535890893719,-0.507006886890781,0.188684890353482,0.00266044430102497,0.00998990444125436
"YOL164W-A",7.54924395153214,0.25294148952771,0.385169212105905,0.251674010443702,0.394077994029048
"YOL082W",161.13893596223,0.353353555049888,0.126130171791887,0.00318977347786286,0.0116965487247907
"YOR035C",96.8180059160879,-0.180651155016274,0.144450985471879,0.178722100082027,0.30498708969082
"YOL016C",521.324018827334,-1.71180677024342,0.0721696362844889,2.19155979085843e-125,1.90317835171214e-123
"YOR007C",544.509730502361,-0.375923662725901,0.0660044588138144,7.28869071739012e-09,6.84722912412148e-08
"YOR361C",286.197276377853,-0.113288698932216,0.0906246393697048,0.198666090053849,0.330968994727347
"YOL158C",292.202192303182,-2.20750783591916,0.0997287511512051,9.26731490870689e-110,6.58460777474486e-108
"YOR315W",15.8952390819053,-0.284563509039167,0.319812351450012,0.198294120881942,0.330593392778968
"YOR010C",32.2937541760104,0.131847592566391,0.234521818007184,0.495424628015023,0.637457229508512
"YOR384W",80.6408637741782,-0.0799278661975059,0.156331923850232,0.577850031598075,0.708131872683969
"YOR234C",312.841808398705,-0.117512908486175,0.0859832833187922,0.159023200306328,0.279714187957762
"YOR283W",66.6052204186651,0.110382450709141,0.173255774803404,0.482041854435211,0.626823292084183
"YOR020W-A",68.0252328132579,0.216684697470169,0.173037362011444,0.166689814041412,0.289787090124107
"YOL045W",96.8391549557054,0.253694218795357,0.149741207023784,0.06824819875447,0.145512819713837
"YOR360C",52.4570169023077,-0.047477746300427,0.184760167974402,0.771403973734378,0.853630894073783
"YOL097C",290.038439324806,-0.765227300332006,0.0909695844329109,8.87203011696116e-18,1.35963240251805e-16
"YOR164C",78.282154037074,0.0940662058035674,0.161052830215568,0.525774109003303,0.664628038437401
"YOR175C",166.897756171232,-0.013953307303195,0.116091758046742,0.897285832671379,0.937378420955721
"YOR086C",357.868612851864,0.0341914020980434,0.0829787382508689,0.670252348337976,0.778711105915707
